"","Temperature","Humidity","PM2.5","PM10","NO2","SO2","CO","Proximity_to_Industrial_Areas","Population_Density","Air.Quality"
"415",36.7,81.2,17.3,37.3,32.9,17.5,1.9,4,445,"Poor"
"416",24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,"Moderate"
"417",29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,"Good"
"418",33,56.9,17.9,20.6,33.1,7,1.84,5.6,606,"Moderate"
"422",23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,"Good"
"423",21.2,64,0.8,7.1,15.7,4.7,0.87,13.1,456,"Good"
"424",23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,"Good"
"425",21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,"Good"
"426",23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,"Good"
"427",39.2,73.7,23.5,44.1,43.7,15.4,2.49,3,787,"Hazardous"
"428",37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,"Poor"
"429",32.9,110.4,20.8,40.4,32,25.8,2.5,5,775,"Hazardous"
"430",32.9,63.2,13.1,24,23.1,4.1,1.32,11.1,522,"Moderate"
"431",32.5,55.7,5.6,10.7,26,12.7,1.54,5.7,298,"Moderate"
"433",24,45.4,0.8,6.6,13.5,5,1.11,12.1,603,"Good"
"434",33.1,69,6.8,15,36.9,15,1.55,3.7,712,"Poor"
"437",32,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,"Moderate"
"438",20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,"Good"
"439",26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,"Good"
"440",29.7,75.5,27.5,33,23.8,8.2,1.32,7.3,554,"Moderate"
"441",28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,"Moderate"
"442",36.2,95,9.8,31.8,34.3,24.1,2.12,6.9,681,"Poor"
"443",20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,"Good"
"444",26.4,58.4,10.6,15.2,26.4,6.8,1,10,350,"Good"
"446",24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,"Good"
"447",41.3,82.5,51.7,59.3,29.5,8,1.61,5.3,479,"Moderate"
"450",30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,"Good"
"451",38.3,86.8,38,50.8,22.5,7.1,1.41,5.4,311,"Moderate"
"452",24.2,58.2,35.6,39.3,16.7,5,0.92,10.6,360,"Good"
"453",40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,"Poor"
"454",16.4,46.2,16.8,20.2,16,1.6,0.8,14.4,189,"Good"
"455",31.1,75.3,1.5,4.9,21.1,2,1.14,10.5,337,"Good"
"456",27.8,94,44.7,59.3,29.8,12.5,1.46,5.7,687,"Moderate"
"457",26.5,59.9,92.7,98,25.4,-0.5,0.92,11.6,485,"Good"
"460",24.1,70.9,5,9.7,17.4,2.2,0.97,13.7,366,"Good"
"461",31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,"Moderate"
"462",31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670,"Hazardous"
"463",33.2,76,78.8,87.1,27.7,13.1,1.36,9,679,"Moderate"
"464",31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,"Moderate"
"465",24.1,43.5,0,5.1,13.8,5.2,0.91,11.8,399,"Good"
"467",27.7,54,17.6,23.2,24.6,11.1,1.27,7.8,638,"Moderate"
"468",29.2,60.8,28.6,47.1,32.4,25,1.41,4.9,611,"Poor"
"469",27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,"Good"
"470",36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,"Moderate"
"472",39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,"Moderate"
"474",24.3,67.2,7.3,11.5,24.4,4,1.14,11.3,277,"Good"
"475",38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,"Poor"
"476",22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,"Moderate"
"477",24,57.3,0,4.7,28.2,5.7,0.89,10.9,442,"Good"
"478",31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,"Hazardous"
"479",33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,685,"Poor"
"480",22.3,74.3,6.5,10.9,20.7,7.6,0.92,13,210,"Good"
"482",23.5,66.6,13.7,20,20.2,5.9,0.77,11.3,347,"Good"
"483",37,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,"Moderate"
"484",21,90,57.9,74,19.4,17.1,1.93,3.7,498,"Poor"
"485",26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,"Good"
"486",27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,"Moderate"
"488",33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,"Moderate"
"489",27.5,88.9,40.1,68,32.1,13.8,2.25,4.8,413,"Poor"
"490",36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,594,"Hazardous"
"491",23.6,51.9,11,13.6,27.9,4.3,1.2,12.1,474,"Good"
"493",29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,"Poor"
"494",23.4,60.7,9.9,14.5,22.3,4.9,0.9,13.2,329,"Good"
"495",30.3,84.5,14.1,28.8,31.1,21.1,1.42,12.1,506,"Moderate"
"496",21.5,54.4,24.5,28.6,17.8,5.5,0.91,10.9,289,"Good"
"497",24.4,48.1,21.9,29.7,11.1,12.7,0.97,10.6,572,"Good"
"498",32.6,58.9,30.8,38.8,30.9,17.5,1.85,4.9,448,"Poor"
"499",34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,"Poor"
"500",35.2,82.6,24.9,43.4,36.3,8.1,1.99,5.7,419,"Poor"
"501",25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,"Moderate"
"502",39.3,84.6,69.1,91.7,32.7,16.5,1.85,4.3,513,"Poor"
"503",29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,"Good"
"505",18.9,84.5,7.7,23.8,37.2,16.1,1.76,5.1,691,"Poor"
"507",28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,"Good"
"508",31.7,58.9,36.2,39.9,20.5,5.7,0.94,14,565,"Good"
"509",40.1,62.1,47.7,67.7,31.6,-4.1,2.54,4.9,570,"Poor"
"510",35.4,120.5,47.7,61.2,49.3,24.2,2.36,5.2,662,"Hazardous"
"511",31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,"Moderate"
"512",26.2,51.7,3.5,9,27.6,5.7,0.98,10.1,542,"Good"
"513",44.3,59.3,6,17.3,28.9,10.5,1.79,5.1,643,"Poor"
"514",44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,"Hazardous"
"515",25.9,79.1,16.3,22,18.4,2.7,0.9,10.3,387,"Good"
"516",24.9,83.1,24.5,34.6,18.7,9.8,1.58,7.5,529,"Moderate"
"518",32.1,80.3,13.7,28.6,37,14.9,1.76,4.7,807,"Poor"
"519",26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,"Moderate"
"520",35.7,94.8,13.5,38.4,33.2,11,1.65,3.9,749,"Poor"
"521",28.2,39.4,6.3,11.6,26.2,7.1,0.92,15.2,289,"Good"
"522",24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,"Good"
"523",31.8,90.8,11,19.1,35.1,8.3,2.1,4.2,513,"Poor"
"524",27.4,82.9,13.2,31.2,25.9,9.7,1.23,6,539,"Moderate"
"525",27.7,51.1,16.1,20.2,26,6,0.99,10.6,562,"Good"
"527",32.7,63.2,34.4,39.6,28.8,11,1.54,7.2,296,"Moderate"
"529",33.7,82.4,2.1,9.9,26.7,15,1.51,8.8,407,"Moderate"
"530",46.1,105.2,56.5,70,22.8,25.6,2.41,6.8,524,"Hazardous"
"531",21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,"Good"
"532",24.3,62.7,6.6,15.4,22.5,10.9,0.92,10.4,437,"Good"
"534",31,66.8,8.7,16.8,25,22.1,1.4,5.9,798,"Poor"
"536",35.7,80.2,35,45.9,32,9.3,1.59,5.5,531,"Moderate"
"538",26.6,75.1,18.7,32.7,31.1,19.6,1.73,6.8,415,"Moderate"
"540",39,89.4,55.3,80.7,45.1,6.7,1.83,9.2,792,"Poor"
"541",20.3,64.8,37.3,42.7,21.4,3.2,1.03,10,335,"Good"
"542",33.7,57.2,20.3,33.5,27.5,15.6,1.74,5.3,531,"Moderate"
"543",24.7,79.4,36.3,47.9,21,9.9,1.67,10.3,549,"Moderate"
"545",24.9,76,32.1,41.6,16.2,17.7,1.49,6,612,"Moderate"
"546",34.5,105.1,7.5,31.7,54.9,18.4,2.99,5.2,561,"Hazardous"
"547",27.2,53.8,37.7,44.2,18.2,4.6,0.89,13.7,197,"Good"
"548",27.6,44.8,9.8,10.1,19.2,4.9,1.01,10.8,407,"Good"
"550",38.5,96.6,1,29,56.8,25.8,3.02,5.7,571,"Hazardous"
"551",33.9,78.3,16.5,31.2,30.4,19.8,1.73,4,411,"Poor"
"552",26.3,70.5,5.7,18.9,31.5,11.7,1.24,5.4,645,"Moderate"
"554",26,85.9,0.6,12.5,25,6.1,2,6.5,544,"Moderate"
"556",25.1,61.9,10.8,17,13.3,1.1,0.87,10.7,401,"Good"
"557",34.3,77.6,6.9,14.1,29.1,17,1.87,5.4,694,"Poor"
"558",33.3,92.2,5,25.3,29.8,19.7,1.41,3.9,494,"Poor"
"559",26.8,65.2,9.7,15.8,13.4,7.7,0.81,12.8,282,"Good"
"560",28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,"Moderate"
"561",38,70,108.8,132.1,23.3,21.9,2.28,8.1,616,"Poor"
"562",38.2,69.1,37.4,49.4,21.7,10,1.82,5.1,540,"Moderate"
"563",31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,"Poor"
"565",40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446,"Poor"
"566",23.9,54.6,0.8,5.8,18,-0.6,0.92,13.2,363,"Good"
"567",28.4,73.5,11.6,33,37.6,20.2,1.56,7.7,642,"Poor"
"568",27.4,52.2,14.5,18.2,12.9,2.5,1.13,11.1,560,"Good"
"569",31.8,49.6,35.1,41.7,13.8,0.6,1.17,10.1,428,"Good"
"570",27.6,69.8,16.8,30,27.7,8.9,1.74,12.2,564,"Moderate"
"571",23.1,77.7,5.6,11.8,21.2,4.5,0.9,10.5,385,"Good"
"572",40.9,76.9,153.9,176.5,37.4,18.5,3.4,5.3,821,"Hazardous"
"573",35,72.8,74.5,92.2,38.8,19.9,2.27,3,623,"Hazardous"
"574",29.5,60.6,1,18.5,26.1,7.5,1.55,8.9,438,"Moderate"
"575",25.1,51.5,5.2,14.8,27.3,8.4,1.7,8.8,551,"Moderate"
"576",34.9,78.5,2.8,19.1,29.1,17.8,1.47,6,534,"Moderate"
"578",29.9,45.5,6.8,14.3,19.4,9.4,0.98,11.5,536,"Good"
"579",28.5,63.1,7,11.9,31,11.7,1.28,7.6,663,"Moderate"
"580",30.3,52.8,2.9,12.3,20.8,6.1,1.12,5.2,642,"Moderate"
"581",24.8,78.7,17.4,21.7,24.2,3.4,0.74,12.6,580,"Good"
"582",25.9,63.5,15.9,23.5,29.6,11.2,1.44,6,394,"Moderate"
"583",28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,"Good"
"584",24.5,70.4,2.2,9,10.9,5.1,0.94,14.6,228,"Good"
"585",24.3,77.6,16.9,29,34.7,8.9,1.22,9,316,"Moderate"
"587",29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,"Moderate"
"589",36.6,97.4,13.3,31.4,28.7,28.5,2.04,3.4,678,"Poor"
"590",21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,"Good"
"591",28.6,84.4,17.7,33.8,34.3,21.7,2.42,4,712,"Poor"
"592",32.8,74,10.1,15.5,26.7,5.7,0.85,11.2,199,"Good"
"593",38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,"Moderate"
"594",31.7,70,8.4,19.9,24.7,9.8,1.35,6.7,438,"Moderate"
"595",37.3,77.6,20,22.4,30,14.8,1.92,4.5,516,"Poor"
"596",24,64.7,6.5,10.9,18.4,1.9,1,10.6,455,"Good"
"597",28.7,59.3,6.3,16.3,22.3,5.7,1.03,10.8,213,"Good"
"598",27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479,"Moderate"
"600",30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,"Moderate"
"603",29.6,88.9,16.3,23.7,18.7,9.6,1.37,6.9,498,"Moderate"
"604",35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,"Poor"
"605",23.2,72.9,29.3,39.3,20.6,7.2,1.36,5.4,299,"Moderate"
"607",18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,"Good"
"608",32.6,69.9,5.7,14.7,11.3,6.9,0.99,10.6,536,"Good"
"609",32.8,71.6,23.3,30.3,23.4,16.8,1.75,7.4,632,"Moderate"
"610",24.4,53.9,8,13.3,17,5.3,0.84,10.8,335,"Good"
"611",21.9,74,14.4,19.4,17.5,4.3,1.07,10.1,483,"Good"
"614",31,42,8.4,12.3,15.1,7.3,0.88,11.8,594,"Good"
"616",34.1,80,14.6,22.3,26.1,16.2,1.7,5.7,321,"Moderate"
"619",29.9,46.2,5.9,12.2,13.3,4.7,0.99,10,377,"Good"
"621",26.4,66,3.5,14.4,23.7,7,1.74,5,511,"Moderate"
"622",25.2,85.8,47.2,55.6,25.4,11.5,1.35,7.8,337,"Moderate"
"623",19.7,68,4.7,8.4,24.8,5.5,0.77,10.6,297,"Good"
"624",25.4,77.4,4.4,16.3,23.9,11.2,1.5,5.6,652,"Moderate"
"625",28.8,82.8,25.1,43.8,25.7,25.7,1.85,4.2,623,"Poor"
"626",19.7,42.8,13.1,20.8,21.3,3.5,0.96,11.3,452,"Good"
"627",30.2,86.5,6.2,20.8,35.9,18.1,2.03,4.8,420,"Poor"
"628",23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562,"Good"
"629",31,73.1,23.4,32.4,31.7,12.9,1.57,6.1,464,"Moderate"
"630",24.1,61,10.3,15.5,20,4.1,0.94,14.3,203,"Good"
"631",32.5,75,55.6,61,29.6,9.7,1.7,5.8,455,"Poor"
"632",36.2,71.8,65.2,79.4,16.6,25.8,3.29,4.6,493,"Hazardous"
"634",21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,"Good"
"635",29.3,79.8,3.9,13.9,21.9,6.4,1.72,7,337,"Moderate"
"636",28.3,64.4,5.8,11.8,20.5,4,0.98,11.6,485,"Good"
"637",23.4,67.7,55.9,57.8,20.9,6.9,0.93,11.2,364,"Good"
"638",26.1,73.1,65.9,69,30.2,11.2,1.6,5.7,529,"Moderate"
"639",39.1,85.2,7.1,27.9,35.5,8.9,2.21,3.8,622,"Poor"
"640",36.9,106.5,23.1,34.7,37.4,24.3,2.3,2.7,726,"Hazardous"
"641",33.4,69.8,5.8,14.5,38.2,8.4,1.66,12,444,"Poor"
"642",24.3,74.5,2.4,8.1,26,7.9,1.09,12.8,329,"Good"
"644",24,56.3,89.6,98.3,24.6,10.8,1.14,5.4,538,"Moderate"
"645",26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262,"Good"
"647",25.8,70.1,7.1,10.7,26.5,4.1,0.94,11.2,344,"Good"
"648",29.3,67.6,11.4,16.8,26.7,9.1,0.83,10.9,488,"Good"
"650",37.7,78.2,22,25.8,17.9,9.3,1.97,6,697,"Moderate"
"652",33.4,88.2,74.2,91.6,40.3,15,1.83,5.5,656,"Poor"
"653",23,79.9,0.3,9.8,23,10.2,1.73,8.9,264,"Moderate"
"654",23.6,49.7,10.3,14,17.9,5.5,0.87,10.9,595,"Good"
"655",43.1,102,1.5,12.4,31.9,18.9,2.2,3.9,492,"Poor"
"657",23.4,86.5,6,21.3,21.1,20.9,2.44,6.3,505,"Poor"
"658",31.4,76.2,4.6,20.9,26.2,11.3,1.49,6.8,296,"Moderate"
"659",31.7,78.9,18.4,33.4,37.2,12.4,1.3,6.3,500,"Moderate"
"660",44.3,88.4,2.6,13.3,35,16.2,2.31,4.8,757,"Poor"
"661",24.3,76.5,27.1,34.1,23.4,3.1,0.98,11,387,"Good"
"662",21.9,71.4,15,19.3,18.2,1.6,1,18.8,505,"Good"
"663",36.3,54.9,66.3,75.5,25.3,13.4,1.29,6.1,413,"Moderate"
"664",37.3,86.8,41.6,62.9,33,20,2.09,5.1,734,"Hazardous"
"666",24.4,67.7,0.3,4.3,17,6.9,0.93,13.3,370,"Good"
"670",39.6,72.4,17.7,29.3,38.1,21.8,2.31,3.3,790,"Hazardous"
"671",26.2,36.9,4.4,10.8,26,3.2,1,21.8,221,"Good"
"672",27.4,73.3,4.1,8.8,17.5,2.8,1.14,12.3,337,"Good"
"673",26.4,53.4,23.2,33.9,17.2,9.9,1.29,7.5,392,"Moderate"
"675",31.5,48.2,6.7,11.7,15.6,3.7,1.29,11.6,269,"Good"
"676",30.6,71.3,12.1,16,14.8,5.5,1.01,10.6,500,"Good"
"677",29,70.1,28.8,40.1,23.1,0.8,1.54,7,531,"Moderate"
"678",39.2,47.2,7.8,13,31.6,12.5,1.85,8.8,371,"Moderate"
"679",32.5,80.7,27.8,41.2,41.6,12.9,1.74,4.2,623,"Poor"
"681",24.5,47,7,10.9,25.6,7.9,0.86,11.1,458,"Good"
"684",28.9,69.2,9.7,20.5,29.3,6.5,1.29,5,552,"Moderate"
"685",27,86.7,4.7,20.1,28.6,8.9,1.74,9.6,653,"Moderate"
"687",38.8,78.7,3.1,21.2,43.4,16,2.02,3.6,772,"Hazardous"
"688",25.3,64.5,30.9,47.8,27.8,11.3,1.63,5.3,389,"Moderate"
"689",41.2,80.2,10.8,34.5,25.7,11.4,2.08,3.7,714,"Poor"
"690",26.6,67.8,11.2,12.1,28.3,4.1,1.01,11.9,551,"Good"
"691",33.6,67.3,25.8,34.1,29.3,16.5,1.55,3.8,425,"Poor"
"692",43.7,89.5,5.3,18.6,36.3,7.7,1.83,4,656,"Poor"
"693",29,73.7,13.5,19.5,17.1,10.8,1.55,10.2,499,"Moderate"
"694",29.9,74.6,5.4,10,18.3,3.4,0.98,12.7,263,"Good"
"695",41.7,91.4,45.2,63.7,34.2,26.8,2.53,3.2,887,"Hazardous"
"696",24.5,51.9,14.5,21.4,13.4,3.7,1.08,11.3,379,"Good"
"697",27.9,89.6,11.5,8.6,21.7,15.8,1.27,5.2,618,"Moderate"
"698",18.5,51.6,3.8,6.4,26.3,8.3,1.17,10.6,215,"Good"
"699",26.5,60.2,10,17.4,25.4,5.2,1.51,6.6,432,"Moderate"
"700",29.3,63.2,12.7,25.8,23.3,16.6,2.15,4.2,839,"Poor"
"701",25.2,44.3,5.5,12.4,22,3.4,1.06,10.1,470,"Good"
"702",38.2,48.5,77.8,86.9,37.9,15.7,1.93,4.7,438,"Poor"
"704",31,75,8.9,17.1,30.1,5.3,1.72,3.7,531,"Poor"
"705",26.2,65.8,12.5,16.9,14.7,3.5,0.92,12,432,"Good"
"706",26.5,54.1,12.3,15.3,20.3,5.3,0.99,12.7,374,"Good"
"707",28.2,52,15.9,19.6,21,5.3,1.16,19.4,496,"Good"
"708",31.1,64.9,3.7,11.2,21.3,7.9,1.02,11.5,233,"Good"
"709",29.9,60.8,88.5,93.5,16.5,4.9,1.7,7.1,454,"Moderate"
"714",32.1,89,1,18.5,32.4,9.8,1.95,6.8,545,"Poor"
"715",29.4,72.5,12,15.1,26.6,9.9,1.47,8.5,487,"Moderate"
"716",31.8,85.7,12.3,13.9,20.6,15.5,1.21,5.1,372,"Moderate"
"717",24.1,60.2,2.5,10.1,23.2,5,0.79,11.2,488,"Good"
"718",33.9,83.1,18.1,42.9,36.4,24.7,1.95,3.5,749,"Poor"
"719",25,68.6,9.8,13.2,23.1,4.2,0.98,11.1,578,"Good"
"721",29.3,75.2,14.7,27.1,27.9,11.5,1.56,5.3,428,"Moderate"
"722",18.9,57.2,6,9.6,19.3,1.1,0.93,12.4,409,"Good"
"723",32.4,62.2,39.6,52.6,28.7,15.8,1.33,6.1,463,"Moderate"
"724",34.6,69,49,62.9,26.9,12.1,2.2,6,721,"Poor"
"725",32.1,80.5,0.6,13.3,25.9,20,1.59,9,403,"Moderate"
"726",23.2,73.9,1.6,5.5,13.8,4.2,0.98,14,494,"Good"
"727",32.4,93.5,31.6,45.9,32.9,13.6,2.15,6.6,482,"Poor"
"728",27.2,70.5,37.6,41.9,18.9,13.9,1.68,8.2,579,"Moderate"
"729",32.8,51.1,8,13.4,13.3,4.6,0.93,11.9,410,"Good"
"730",25.8,76,9.3,13.3,18.8,4,0.89,13.3,321,"Good"
"731",37.7,78.2,9.2,18.9,35.2,9.7,1.49,5.3,318,"Moderate"
"732",25.7,78.3,1.2,8,18.5,5.3,1.09,16.4,526,"Good"
"733",29.6,65.3,13.3,19.6,16,5.1,1.01,15.5,198,"Good"
"734",32.2,79.4,4,11,32.9,10.9,1.25,9.5,651,"Moderate"
"735",22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473,"Good"
"736",24.4,70.5,28.9,39.2,18.7,5.9,0.95,12.9,342,"Good"
"737",33.3,94.3,37.2,41,35.3,11.8,2.33,8.5,770,"Poor"
"738",27.8,70.7,16.4,21.2,21,8.7,1.27,9.7,377,"Moderate"
"739",35.5,73.2,45.6,49.2,31.7,11.6,1.44,5.6,444,"Moderate"
"740",31.7,67.7,7,11,26.8,7,1.18,10.4,530,"Good"
"741",31.7,61.4,7.9,20.8,27.7,12.6,1.68,7.5,574,"Moderate"
"743",31.1,67.6,2.2,5.5,11.3,0.8,1.12,10.8,344,"Good"
"744",27.9,59.3,45.9,56,27,6.7,1.4,6.7,633,"Moderate"
"745",32.6,77.3,12.9,33.1,38.9,8.3,1.86,4.3,529,"Poor"
"746",28.3,74.9,2.1,10.2,26.3,8.3,1.59,5.1,342,"Moderate"
"747",28.5,57.3,18.4,34.9,32.7,13.9,2.54,5,486,"Poor"
"748",26.9,79.7,17.3,27.3,27.2,0,1.45,7.5,575,"Moderate"
"749",32,58.7,5.2,8.9,19,3,1.01,11.1,437,"Good"
"750",26.6,44,3.5,7.1,23.9,7.2,0.97,11,417,"Good"
"751",23.3,55,2,12.5,19.2,5.7,1.12,10.6,339,"Good"
"753",23.6,46.8,3.1,8.1,12.2,3.2,1.06,10.2,543,"Good"
"759",25.8,87.9,7.3,19.7,30,16.8,1.38,5.5,326,"Moderate"
"760",43.2,110.8,36.4,55.4,42.4,16.8,2.38,4.6,531,"Hazardous"
"761",26.6,68.5,10.4,16.2,25.7,2.2,0.85,10.9,231,"Good"
"762",19.4,54.5,15.7,33.5,19.9,11.7,1.79,5.3,362,"Moderate"
"763",31.9,68.5,7.2,19.3,20.7,1.9,1.46,12.4,537,"Moderate"
"765",22,71.9,6.8,9.7,24.7,7.3,1.06,10.5,542,"Good"
"766",25.7,57,16.2,21.2,19.2,0.1,1,10.8,323,"Good"
"767",35.9,69.4,25,38.3,25.9,12,1.72,5.6,549,"Poor"
"768",30.2,91.2,6.4,13.6,25.8,10.8,1.54,7.3,685,"Moderate"
"769",37.2,91.7,111,117.2,28.8,6.9,1.43,9.5,645,"Moderate"
"770",32.3,69.5,0.4,10.8,32.6,8.2,1.35,5.8,643,"Moderate"
"771",42.1,59.8,6.5,22.9,24.8,9,1.54,5.9,383,"Moderate"
"772",27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397,"Good"
"773",25.4,45.4,1.9,9.7,26.4,7.4,1.02,13.8,558,"Good"
"774",28.1,89.9,31.9,39.6,21.3,15.8,1.72,5.6,697,"Moderate"
"775",36.1,82,6.8,15.7,31.5,12.7,2.43,3.7,767,"Poor"
"776",29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358,"Good"
"777",45.8,62.3,36.2,54.1,32.3,19,2.8,4.3,616,"Poor"
"779",26.7,67.6,3.9,7.9,23.5,6.2,0.99,10.4,366,"Good"
"780",24.4,79,7.5,10.3,28.1,4.6,1.49,5.7,473,"Moderate"
"781",31.4,97.3,70.4,97.4,39.2,20.8,1.83,5.3,480,"Poor"
"784",28.7,80.8,16.6,27.3,34.8,15,1.75,5.3,446,"Moderate"
"785",26.1,58.4,9.8,16.3,25.6,7.1,0.89,14.8,458,"Good"
"787",28,88.7,13.5,25.9,23.7,18.5,0.94,8.6,546,"Moderate"
"788",31.8,62.9,116.1,127.6,30,10.2,2.26,3.8,790,"Poor"
"790",27.9,87.6,22.8,38.3,27.4,4.9,1.42,6.3,443,"Moderate"
"792",32.2,83,40.7,55,18.8,3.3,1.76,3.9,669,"Poor"
"793",22.2,78.5,5.7,7.5,19.7,5,1.15,13.1,514,"Good"
"795",19.8,53.7,17,19.9,15.9,7,1.04,10.8,564,"Good"
"796",28.5,47.7,0,5.3,26.2,2.6,1.13,12.2,474,"Good"
"798",28.5,59.7,7.7,15.5,25.6,21.4,1.46,5.3,423,"Moderate"
"799",34.2,51.9,4.1,11.6,14.5,5.4,1.17,10.2,421,"Good"
"800",33.2,80.6,18.5,32.1,23,21.3,1.84,5.4,793,"Poor"
"801",37.2,111.3,0.2,8.8,31.9,18.5,2.12,7.7,753,"Poor"
"802",27.5,81.3,36,45.5,21.3,12.7,1.66,7.7,395,"Moderate"
"805",32.3,91.2,1.7,15.7,33.5,7.2,2.33,7.2,535,"Poor"
"806",26.7,66,0.5,5.4,20.9,-0.6,0.87,10.1,422,"Good"
"807",45.4,104.7,134.5,155.1,46.3,23.4,3.36,8.5,736,"Hazardous"
"808",31.9,70.1,5.5,17.5,44.2,17.2,1.65,4.1,506,"Poor"
"809",27.4,63.2,24.9,35.3,30.7,8.8,1.5,5.6,631,"Moderate"
"810",34.2,72.1,5.8,15.9,25.5,16,2.72,5.3,560,"Poor"
"811",30.4,48.7,0.1,6.6,24.2,9.1,1.63,6.1,536,"Moderate"
"813",24.8,60.1,0.1,1.7,17.5,5.9,0.99,13.3,457,"Good"
"814",30.8,85.8,27,29.1,18.5,11,1.54,8.7,466,"Moderate"
"815",28.4,48.3,13.5,15.7,18.2,4.1,1.2,10.2,503,"Good"
"816",28.2,55.4,3.4,13.1,18.2,3.8,1.2,6.6,296,"Moderate"
"817",23.6,55.5,1.2,2.2,24.5,9.7,1.03,10.5,349,"Good"
"818",27.5,76.2,16.6,24.3,32.4,17.8,1.97,5.2,577,"Poor"
"819",24.7,46.2,22.9,25,14.4,5,0.78,10.1,356,"Good"
"821",32.9,97,10,32.7,39.7,12.4,2.24,4.3,640,"Hazardous"
"822",38.5,81.3,43.9,52.4,39.8,8.6,1.55,3.5,670,"Poor"
"823",46.4,63.7,17.3,28,46.5,14.6,2.26,4.2,658,"Poor"
"824",30.2,62.1,40.2,47.5,20.3,14.7,1.76,5.1,574,"Moderate"
"826",40.9,80.9,13.5,26.8,37.5,16.2,2.38,3.8,630,"Poor"
"827",50.4,85.1,8.9,33.5,36.5,19.2,2.4,4.4,778,"Hazardous"
"829",27.2,90.5,13.9,22.7,26.6,12.8,1.29,7.6,616,"Moderate"
"831",23.2,60,4.7,7.3,26.3,7.5,0.98,11.5,535,"Good"
"832",20.2,61.3,21.3,25.9,14.1,7.1,0.91,10.5,577,"Good"
"833",22,50.9,23.6,28.9,19,4.6,1.02,10.1,303,"Good"
"834",29.1,52.6,14,18.7,17.6,7.7,1.04,10.4,456,"Good"
"837",41.3,85.7,66.1,93.4,40,16.4,1.29,3.5,424,"Poor"
